site,date,tmax,tmin,prcp,S1 Tmax,S1 Tmin,S1 Prcp,S2 Tmax,S2 Tmin,S2 Prcp,S3 Tmax,S3 Tmin,S3 Prcp
2017 Rush Ranch,2017-07-29,89.0,57.0,0.0,89.0,57.0,0.0,89.0,59.0,0.0,105.0,55.0,0.0
2017 Rush Ranch,2017-07-30,92.0,57.0,0.0,92.0,55.0,0.0,88.0,57.0,0.0,100.0,57.0,0.0
2017 Rush Ranch,2017-07-31,95.0,59.0,0.0,95.0,59.0,0.0,92.0,57.0,0.0,103.0,59.0,0.0
2017 Rush Ranch,2017-08-01,101.0,60.0,0.0,101.0,59.0,0.0,95.0,60.0,0.0,104.0,61.0,0.0
2017 Rush Ranch,2017-08-02,98.0,64.0,0.0,98.0,64.0,0.0,95.0,64.0,0.0,109.0,65.0,0.0
2017 Rush Ranch,2017-08-03,97.0,69.0,0.0,97.0,69.0,0.0,97.0,70.0,0.0,105.0,65.0,0.0
2017 Rush Ranch,2017-08-04,97.0,71.0,0.0,88.0,72.0,0.0,97.0,70.0,0.0,105.0,71.0,0.0
2017 Rush Ranch,2017-08-05,87.0,64.0,0.0,87.0,62.0,0.0,85.0,64.0,0.0,98.0,68.0,0.0
2017 Rush Ranch,2017-08-06,85.0,60.0,0.0,85.0,58.0,0.0,80.0,60.0,0.0,97.0,60.0,0.0
2017 Rush Ranch,2017-08-07,85.0,59.0,0.0,85.0,59.0,0.0,83.0,60.0,0.0,96.0,58.0,0.0
2017 Rush Ranch,2017-08-08,89.0,59.0,0.0,89.0,59.0,0.0,83.0,60.0,0.0,97.0,56.0,0.0
2017 Rush Ranch,2017-08-09,84.0,59.0,0.0,84.0,59.0,0.0,83.0,60.0,0.0,99.0,50.0,0.0
2017 Rush Ranch,2017-08-10,88.0,59.0,0.0,88.0,59.0,0.0,83.0,60.0,0.0,97.0,55.0,0.0
2017 Rush Ranch,2017-08-11,93.0,59.0,0.0,93.0,60.0,0.0,87.0,59.0,0.0,98.0,59.0,0.0
2017 Rush Ranch,2017-08-12,89.0,61.0,0.0,88.0,61.0,0.0,89.0,59.0,0.0,100.0,61.0,0.0
2017 Rush Ranch,2017-08-13,83.0,58.0,0.0,83.0,58.0,0.0,81.0,58.0,0.0,100.0,58.0,0.0
2017 Rush Ranch,2017-08-14,81.0,59.0,0.0,77.0,59.0,0.0,81.0,60.0,0.0,97.0,58.0,0.0
2017 Rush Ranch,2017-08-15,76.0,56.0,0.0,76.0,56.0,0.0,76.0,59.0,0.0,88.0,54.0,0.0
2017 Rush Ranch,2017-08-16,84.0,55.0,0.0,84.0,55.0,0.0,83.0,56.0,0.0,88.0,55.0,0.0
2017 Rush Ranch,2017-08-17,88.0,58.0,0.0,88.0,58.0,0.0,84.0,61.0,0.0,94.0,54.0,0.0
2017 Rush Ranch,2017-08-18,89.0,59.0,0.0,89.0,58.0,0.0,85.0,59.0,0.0,96.0,60.0,0.0
2017 Rush Ranch,2017-08-19,87.0,59.0,0.0,84.0,58.0,0.0,87.0,59.0,0.0,100.0,60.0,0.0
2017 Rush Ranch,2017-08-20,84.0,59.0,0.0,84.0,58.0,0.0,81.0,61.0,0.0,98.0,59.0,0.0
2017 Rush Ranch,2017-08-21,79.0,62.0,0.0,79.0,62.0,0.0,79.0,62.0,0.0,95.0,59.0,0.0
2017 Rush Ranch,2017-08-22,90.0,60.0,0.0,90.0,59.0,0.0,86.0,60.0,0.0,91.0,63.0,0.0
2017 Rush Ranch,2017-08-23,90.0,60.0,0.0,90.0,60.0,0.0,84.0,60.0,0.0,98.0,62.0,0.0
2017 Rush Ranch,2017-08-24,85.0,60.0,0.0,85.0,58.0,0.0,85.0,60.0,0.0,101.0,61.0,0.0
2017 Rush Ranch,2017-08-25,92.0,55.0,0.0,92.0,55.0,0.0,86.0,57.0,0.0,95.0,55.0,0.0
2017 Rush Ranch,2017-08-26,100.0,57.0,0.0,104.0,58.0,0.0,100.0,57.0,0.0,98.0,55.0,0.0
2017 Rush Ranch,2017-08-27,105.0,65.0,0.0,106.0,65.0,0.0,103.0,57.0,0.0,105.0,68.0,0.0
2017 Rush Ranch,2017-08-28,107.0,64.0,0.0,107.0,64.0,0.0,104.0,64.0,0.0,108.0,69.0,0.0
2017 Rush Ranch,2017-08-29,99.0,62.0,0.0,,62.0,0.0,89.0,62.0,0.0,109.0,68.0,0.0
2017 Rush Ranch,2017-08-30,92.0,58.0,0.0,92.0,57.0,0.0,90.0,58.0,0.0,105.0,61.0,0.0
2017 Rush Ranch,2017-08-31,102.0,58.0,0.0,102.0,57.0,0.0,98.0,58.0,0.0,102.0,60.0,0.0
2017 Rush Ranch,2017-09-01,107.0,68.0,0.0,110.0,68.0,0.0,107.0,70.0,0.0,100.0,51.0,0.0
2017 Rush Ranch,2017-09-02,110.0,70.0,0.0,110.0,68.0,0.0,110.0,74.0,0.0,109.0,70.0,0.0
2017 Rush Ranch,2017-09-03,109.0,75.0,0.0,,75.0,0.0,108.0,75.0,0.0,110.0,70.0,0.0
2017 Rush Ranch,2017-09-04,106.0,70.0,0.0,,68.0,0.0,103.0,70.0,0.0,109.0,72.0,0.0
2017 Rush Ranch,2017-09-05,90.0,71.0,0.0,90.0,73.0,0.0,87.0,70.0,0.0,98.0,71.0,0.0
2017 Rush Ranch,2017-09-06,88.0,66.0,0.0,88.0,65.0,0.0,86.0,66.0,0.0,96.0,70.0,0.0
2017 Rush Ranch,2017-09-07,81.0,66.0,0.0,78.0,65.0,0.0,81.0,66.0,0.0,97.0,66.0,0.0
2017 Rush Ranch,2017-09-08,82.0,59.0,0.0,85.0,59.0,0.0,82.0,62.0,0.0,78.0,58.0,0.0
2017 Rush Ranch,2017-09-09,90.0,61.0,0.0,90.0,61.0,0.0,87.0,61.0,0.0,92.0,59.0,0.0
2017 Rush Ranch,2017-09-10,96.0,61.0,0.0,99.0,62.0,0.0,96.0,61.0,0.0,96.0,60.0,0.0
2017 Rush Ranch,2017-09-11,100.0,69.0,0.0,100.0,69.0,0.0,99.0,71.0,0.0,102.0,63.0,0.0
2017 Rush Ranch,2017-09-12,99.0,67.0,0.0,93.0,68.0,0.0,99.0,67.0,0.0,102.0,66.0,0.0
2017 Rush Ranch,2017-09-13,87.0,65.0,0.0,79.0,64.0,0.0,87.0,65.0,0.0,95.0,67.0,0.0
2017 Rush Ranch,2017-09-14,77.0,61.0,0.0,77.0,61.0,0.02,76.0,62.0,0.0,82.0,58.0,0.0
2017 Rush Ranch,2017-09-15,82.0,53.0,0.0,82.0,52.0,0.0,80.0,57.0,0.0,83.0,53.0,0.0
2017 Rush Ranch,2017-09-16,83.0,56.0,0.0,83.0,55.0,0.0,81.0,56.0,0.0,86.0,56.0,0.0
2017 Rush Ranch,2017-09-17,83.0,55.0,0.0,82.0,55.0,0.0,83.0,55.0,0.0,89.0,53.0,0.0
2017 Rush Ranch,2017-09-18,83.0,63.0,0.0,79.0,72.0,0.0,83.0,63.0,0.0,90.0,53.0,0.0
2017 Rush Ranch,2017-09-19,78.0,58.0,0.0,78.0,55.0,0.0,77.0,58.0,0.0,84.0,59.0,0.0
2017 Rush Ranch,2017-09-20,78.0,57.0,0.0,77.0,55.0,0.0,78.0,62.0,0.0,80.0,57.0,0.0
2017 Rush Ranch,2017-09-21,73.0,55.0,0.0,73.0,54.0,0.0,71.0,56.0,0.0,80.0,55.0,0.0
2017 Rush Ranch,2017-09-22,73.0,46.0,0.0,74.0,46.0,0.0,73.0,53.0,0.0,72.0,46.0,0.0
2017 Rush Ranch,2017-09-23,80.0,51.0,0.0,81.0,59.0,0.0,80.0,51.0,0.0,72.0,45.0,0.0
2017 Rush Ranch,2017-09-24,82.0,53.0,0.0,84.0,53.0,0.0,82.0,51.0,0.0,79.0,57.0,0.0
2017 Rush Ranch,2017-09-25,85.0,55.0,0.0,85.0,54.0,0.0,86.0,55.0,0.0,83.0,55.0,0.0
2017 Rush Ranch,2017-09-26,91.0,55.0,0.0,92.0,55.0,0.0,91.0,55.0,0.0,88.0,50.0,0.0
2017 Rush Ranch,2017-09-27,90.0,60.0,0.0,90.0,60.0,0.0,89.0,60.0,0.0,90.0,58.0,0.0
2017 Rush Ranch,2017-09-28,91.0,58.0,0.0,91.0,60.0,0.0,90.0,58.0,0.0,92.0,57.0,0.0
2017 Rush Ranch,2017-09-29,91.0,57.0,0.0,87.0,57.0,0.0,91.0,57.0,0.0,94.0,54.0,0.0
2017 Rush Ranch,2017-09-30,83.0,56.0,0.0,83.0,55.0,0.0,81.0,58.0,0.0,90.0,56.0,0.0
2017 Rush Ranch,2017-10-01,85.0,55.0,0.0,85.0,55.0,0.0,82.0,55.0,0.0,85.0,60.0,0.0
2017 Rush Ranch,2017-10-02,82.0,62.0,0.0,81.0,62.0,0.0,83.0,62.0,0.0,82.0,61.0,0.0
2017 Rush Ranch,2017-10-03,79.0,49.0,0.0,79.0,44.0,0.0,79.0,52.0,0.0,79.0,49.0,0.0
2017 Rush Ranch,2017-10-04,78.0,49.0,0.0,79.0,49.0,0.0,77.0,52.0,0.0,78.0,46.0,0.0
2017 Rush Ranch,2017-10-05,82.0,51.0,0.0,83.0,51.0,0.0,81.0,51.0,0.0,82.0,44.0,0.0
2017 Rush Ranch,2017-10-06,85.0,53.0,0.0,88.0,53.0,0.0,84.0,53.0,0.0,85.0,51.0,0.0
2017 Rush Ranch,2017-10-07,88.0,51.0,0.0,87.0,51.0,0.0,88.0,53.0,0.0,90.0,49.0,0.0
2017 Rush Ranch,2017-10-08,84.0,55.0,0.0,84.0,52.0,0.0,82.0,55.0,0.0,89.0,58.0,0.0
2017 Rush Ranch,2017-10-09,82.0,58.0,0.0,82.0,65.0,0.0,87.0,53.0,0.0,79.0,58.0,0.0
2017 Rush Ranch,2017-10-10,81.0,53.0,0.0,81.0,78.0,0.0,80.0,53.0,0.0,82.0,51.0,0.0
2017 Rush Ranch,2017-10-11,75.0,50.0,0.0,,50.0,0.0,70.0,47.0,0.0,80.0,54.0,0.0
2017 Rush Ranch,2017-10-12,75.0,52.0,0.0,75.0,53.0,0.0,73.0,45.0,0.0,75.0,52.0,0.0
2017 Rush Ranch,2017-10-13,76.0,48.0,0.0,78.0,46.0,0.0,75.0,48.0,0.0,76.0,48.0,0.0
2017 Rush Ranch,2017-10-14,79.0,50.0,0.0,80.0,55.0,0.0,77.0,49.0,0.0,79.0,50.0,0.0
2017 Rush Ranch,2017-10-15,78.0,45.0,0.0,83.0,45.0,0.0,78.0,48.0,0.0,78.0,45.0,0.0
2017 Rush Ranch,2017-10-16,83.0,52.0,0.0,85.0,52.0,0.0,81.0,54.0,0.0,83.0,46.0,0.0
2017 Rush Ranch,2017-10-17,83.0,53.0,0.0,82.0,53.0,0.0,83.0,53.0,0.0,84.0,45.0,0.0
2017 Rush Ranch,2017-10-18,81.0,48.0,0.0,78.0,48.0,0.0,81.0,47.0,0.0,81.0,51.0,0.0
2017 Rush Ranch,2017-10-19,79.5,52.0,0.0,,52.0,0.0,75.0,53.0,0.0,84.0,51.0,0.0
2017 Rush Ranch,2017-10-20,64.0,46.0,0.14,64.0,46.0,0.14,63.0,52.0,0.3,72.0,46.0,0.12
2017 Rush Ranch,2017-10-21,70.0,45.0,0.0,73.0,45.0,0.0,70.0,46.0,0.0,64.0,44.0,0.0
2017 Rush Ranch,2017-10-22,73.0,47.0,0.0,73.0,45.0,0.0,73.0,50.0,0.0,74.0,47.0,0.0
2017 Rush Ranch,2017-10-23,81.0,55.0,0.0,86.0,55.0,0.0,81.0,55.0,0.0,78.0,50.0,0.0
2017 Rush Ranch,2017-10-24,87.0,56.0,0.0,93.0,56.0,0.0,85.0,57.0,0.0,87.0,43.0,0.0
2017 Rush Ranch,2017-10-25,89.0,56.0,0.0,88.0,56.0,0.0,89.0,56.0,0.0,92.0,52.0,0.0
2017 Rush Ranch,2017-10-26,88.0,52.0,0.0,89.0,56.0,0.0,85.0,47.0,0.0,88.0,52.0,0.0
2017 Rush Ranch,2017-10-27,88.0,54.0,0.0,86.0,54.0,0.0,88.0,56.0,0.0,88.0,53.0,0.0
2017 Rush Ranch,2017-10-28,88.0,53.0,0.0,83.0,53.0,0.0,88.0,53.0,0.0,89.0,54.0,0.0
2017 Rush Ranch,2017-10-29,81.0,50.0,0.0,77.0,50.0,0.0,81.0,50.0,0.0,87.0,50.0,0.0
2017 Rush Ranch,2017-10-30,73.0,50.0,0.0,,53.0,0.0,64.0,50.0,0.0,82.0,47.0,0.0
2017 Rush Ranch,2017-10-31,69.0,46.0,0.0,69.0,46.0,0.0,69.0,48.0,0.0,75.0,43.0,0.0
2017 Rush Ranch,2017-11-01,71.0,47.0,0.0,71.0,47.0,0.0,71.0,49.0,0.0,74.0,43.0,0.0
2017 Rush Ranch,2017-11-02,71.0,45.0,0.0,68.0,45.0,0.0,71.0,49.0,0.0,73.0,45.0,0.0
2017 Rush Ranch,2017-11-03,68.0,53.0,0.0,66.0,53.0,0.01,68.0,55.0,0.0,69.0,41.0,0.0
2017 Rush Ranch,2017-11-04,65.0,55.0,0.04,62.0,55.0,0.0,65.0,56.0,0.04,65.0,52.0,0.35
2017 Rush Ranch,2017-11-05,65.0,38.0,0.0,61.0,38.0,0.0,65.0,43.0,0.0,66.0,38.0,0.01
2017 Rush Ranch,2017-11-06,63.0,43.0,0.0,63.0,47.0,0.0,65.0,42.0,0.0,63.0,43.0,0.0
2017 Rush Ranch,2017-11-07,65.0,41.0,0.0,66.0,41.0,0.0,65.0,41.0,0.0,63.0,42.0,0.0
2017 Rush Ranch,2017-11-08,66.0,46.0,0.0,61.0,46.0,0.35,66.0,47.0,0.0,66.0,43.0,0.0
2017 Rush Ranch,2017-11-09,67.0,55.0,0.34,67.0,55.0,0.34,68.0,65.0,0.0,62.0,48.0,0.36
2017 Rush Ranch,2017-11-10,68.0,54.0,0.05,65.0,54.0,0.05,68.0,55.0,0.05,69.0,54.0,0.01
2017 Rush Ranch,2017-11-11,65.0,48.0,0.03,65.0,54.0,0.05,64.0,48.0,0.0,67.0,47.0,0.03
2017 Rush Ranch,2017-11-12,65.0,45.0,0.0,64.0,45.0,0.0,65.0,49.0,0.0,65.0,45.0,0.0
2017 Rush Ranch,2017-11-13,67.0,51.0,0.0,67.0,51.0,0.0,69.0,53.0,0.0,64.0,44.0,0.0
2017 Rush Ranch,2017-11-14,65.0,47.0,0.0,65.0,46.0,0.0,65.0,50.0,0.0,68.0,47.0,0.0
2017 Rush Ranch,2017-11-15,64.0,50.0,0.12,57.0,50.0,0.12,64.0,58.0,0.0,68.0,48.0,0.16
2017 Rush Ranch,2017-11-16,59.0,52.0,1.41,58.0,54.0,1.41,59.0,52.0,1.85,61.0,49.0,0.75
2017 Rush Ranch,2017-11-17,62.0,48.0,0.04,62.0,46.0,0.02,64.0,50.0,0.1,60.0,48.0,0.04
2017 Rush Ranch,2017-11-18,63.0,40.0,0.0,65.0,40.0,0.0,63.0,39.0,0.0,60.0,40.0,0.0
2017 Rush Ranch,2017-11-19,62.0,42.0,0.0,61.0,53.0,0.0,62.0,39.0,0.0,63.0,42.0,0.0
2017 Rush Ranch,2017-11-20,62.0,53.0,0.0,61.0,53.0,0.0,62.0,54.0,0.0,62.0,44.0,0.0
2017 Rush Ranch,2017-11-21,65.0,48.0,0.0,69.0,48.0,0.0,65.0,53.0,0.0,57.0,48.0,0.01
2017 Rush Ranch,2017-11-22,68.0,49.0,0.0,69.0,47.0,0.0,65.0,50.0,0.0,68.0,49.0,0.0
2017 Rush Ranch,2017-11-23,68.0,52.0,0.0,65.0,53.0,0.0,70.0,49.0,0.0,68.0,52.0,0.0
2017 Rush Ranch,2017-11-24,72.0,56.0,0.0,74.0,54.0,0.0,72.0,59.0,0.0,65.0,56.0,0.01
2017 Rush Ranch,2017-11-25,69.0,50.0,0.0,67.0,50.0,0.0,71.0,55.0,0.0,69.0,49.0,0.0
2017 Rush Ranch,2017-11-26,66.0,55.0,0.06,63.0,55.0,0.25,66.0,56.0,0.06,66.0,50.0,0.0
2017 Rush Ranch,2017-11-27,64.0,46.0,0.09,61.0,43.0,0.09,66.0,46.0,0.0,64.0,46.0,0.26
2017 Rush Ranch,2017-11-28,62.0,43.0,0.0,62.0,43.0,0.0,66.0,42.0,0.0,60.0,43.0,0.0
2017 Rush Ranch,2017-11-29,65.0,42.0,0.0,65.0,42.0,0.0,66.0,42.0,0.0,64.0,39.0,0.0
2017 Rush Ranch,2017-11-30,65.0,40.0,0.0,63.0,42.0,0.0,65.0,40.0,0.0,68.0,40.0,0.0
2017 Rush Ranch,2017-12-01,64.0,40.0,0.0,62.0,40.0,0.0,64.0,42.0,0.0,67.0,39.0,0.0
2017 Rush Ranch,2017-12-02,60.0,41.0,0.0,60.0,42.0,0.0,60.0,41.0,0.0,64.0,41.0,0.0
2017 Rush Ranch,2017-12-03,59.0,44.0,0.0,60.0,41.0,0.0,58.0,46.0,0.0,59.0,44.0,0.0
2017 Rush Ranch,2017-12-04,62.0,42.0,0.0,62.0,42.0,0.0,62.0,37.0,0.0,60.0,47.0,0.0
2017 Rush Ranch,2017-12-05,65.0,42.0,0.0,70.0,41.0,0.0,65.0,42.0,0.0,60.0,50.0,0.0
2017 Rush Ranch,2017-12-06,66.0,35.0,0.0,66.0,35.0,0.0,64.0,38.0,0.0,68.0,33.0,0.0
2017 Rush Ranch,2017-12-07,65.0,37.0,0.0,71.0,37.0,0.0,64.0,42.0,0.0,65.0,33.0,0.0
2017 Rush Ranch,2017-12-08,66.0,36.0,0.0,66.0,36.0,0.0,64.0,37.0,0.0,69.0,33.0,0.0
2017 Rush Ranch,2017-12-09,64.0,35.0,0.0,67.0,36.0,0.0,64.0,35.0,0.0,64.0,31.0,0.0
2017 Rush Ranch,2017-12-10,65.0,35.0,0.0,68.0,35.0,0.0,64.0,34.0,0.0,65.0,37.0,0.0
2017 Rush Ranch,2017-12-11,66.0,36.0,0.0,68.0,36.0,0.0,65.0,35.0,0.0,66.0,36.0,0.0
2017 Rush Ranch,2017-12-12,67.0,35.0,0.0,68.0,35.0,0.0,65.0,35.0,0.0,67.0,32.0,0.0
2017 Rush Ranch,2017-12-13,63.0,33.0,0.0,60.0,33.0,0.0,63.0,33.0,0.0,66.0,32.0,0.0
2017 Rush Ranch,2017-12-14,64.0,33.0,0.0,63.0,38.0,0.0,64.0,33.0,0.0,65.0,33.0,0.0
2017 Rush Ranch,2017-12-15,64.0,34.0,0.0,59.0,37.0,0.0,64.0,33.0,0.0,65.0,34.0,0.0
2017 Rush Ranch,2017-12-16,64.0,42.0,0.0,64.0,46.0,0.0,65.0,41.0,0.0,62.0,42.0,0.0
2017 Rush Ranch,2017-12-17,62.0,44.0,0.0,62.0,44.0,0.0,63.0,43.0,0.0,62.0,51.0,0.0
2017 Rush Ranch,2017-12-18,62.0,37.0,0.0,62.0,38.0,0.0,62.0,37.0,0.0,65.0,35.0,0.0
2017 Rush Ranch,2017-12-19,61.0,37.0,0.0,59.0,38.0,0.0,61.0,37.0,0.0,62.0,36.0,0.0
2017 Rush Ranch,2017-12-20,58.0,44.0,0.03,56.0,44.0,0.03,58.0,45.0,0.05,60.0,41.0,0.0
2017 Rush Ranch,2017-12-21,60.0,40.0,0.0,60.0,40.0,0.0,58.0,34.0,0.0,60.0,41.0,0.0
2017 Rush Ranch,2017-12-22,57.0,32.0,0.0,54.0,32.0,0.0,58.0,33.0,0.0,57.0,27.0,0.0
2017 Rush Ranch,2017-12-23,54.0,31.0,0.0,55.0,32.0,0.0,54.0,30.0,0.0,51.0,31.0,0.0
2017 Rush Ranch,2017-12-24,55.0,42.0,0.0,55.0,42.0,0.0,53.0,42.0,0.0,55.0,38.0,0.0
2017 Rush Ranch,2017-12-25,56.0,40.0,0.0,58.0,40.0,0.0,56.0,41.0,0.0,56.0,38.0,0.0
2017 Rush Ranch,2017-12-26,61.0,36.0,0.0,61.0,36.0,0.0,62.0,37.0,0.0,61.0,35.0,0.0
2017 Rush Ranch,2017-12-27,62.0,38.0,0.0,62.0,39.0,0.0,61.0,38.0,0.0,64.0,37.0,0.0
2017 Rush Ranch,2017-12-28,62.0,38.0,0.0,61.0,38.0,0.0,62.0,38.0,0.0,65.0,38.0,0.0
2017 Rush Ranch,2017-12-29,62.0,38.0,0.0,63.0,37.0,0.0,62.0,38.0,0.0,62.0,41.0,0.0
2017 Rush Ranch,2017-12-30,61.0,36.0,0.0,64.0,32.0,0.0,61.0,36.0,0.0,61.0,40.0,0.0
2017 Rush Ranch,2017-12-31,61.0,40.0,0.0,58.0,40.0,0.0,61.0,38.0,0.0,62.0,40.0,0.0
2018 Iron Point,2018-01-01,63.5,40.0,0.0,63.0,45.0,0.0,,,,64.0,35.0,0.0
2018 Iron Point,2018-01-02,63.0,44.0,0.0,62.0,44.0,0.0,63.0,48.0,0.0,67.0,37.0,0.0
2018 Iron Point,2018-01-03,63.0,49.0,0.0,60.0,49.0,0.03,63.0,53.0,0.0,68.0,39.0,0.0
2018 Iron Point,2018-01-04,61.0,44.0,0.43,60.0,44.0,0.32,61.0,44.0,0.44,61.0,42.0,0.43
2018 Iron Point,2018-01-05,59.0,46.0,0.1,59.0,46.0,0.88,59.0,46.0,0.1,61.0,42.0,0.03
2018 Iron Point,2018-01-06,57.0,40.0,0.9,56.0,38.0,0.24,,,0.9,58.0,42.0,1.58
2018 Iron Point,2018-01-07,54.0,34.5,0.0,53.0,34.0,0.0,,,,55.0,35.0,0.0
2018 Iron Point,2018-01-08,52.0,39.0,0.1,52.0,43.0,1.72,57.0,39.0,0.04,52.0,34.0,0.1
2018 Iron Point,2018-01-09,52.0,44.0,3.07,54.0,44.0,1.42,52.0,44.0,3.24,51.0,45.0,3.07
2018 Iron Point,2018-01-10,54.0,44.0,0.41,54.0,42.0,0.24,53.0,44.0,0.41,54.0,45.0,0.49
2018 Iron Point,2018-01-11,47.0,38.0,0.12,50.0,38.0,0.02,47.0,38.0,0.18,47.0,36.0,0.12
2018 Iron Point,2018-01-12,54.0,36.0,0.02,56.0,36.0,0.0,51.0,40.0,0.02,54.0,36.0,0.03
2018 Iron Point,2018-01-13,61.5,39.5,0.0,64.0,42.0,0.0,,,,59.0,37.0,0.0
2018 Iron Point,2018-01-14,64.0,41.0,0.0,64.0,42.0,0.0,63.0,41.0,0.0,66.0,37.0,0.0
2018 Iron Point,2018-01-15,65.0,42.0,0.0,60.0,42.0,0.0,65.0,48.0,0.0,68.0,37.0,0.0
2018 Iron Point,2018-01-16,61.0,42.0,0.09,57.0,41.0,0.09,61.0,44.0,0.04,64.0,42.0,0.14
2018 Iron Point,2018-01-17,62.0,42.0,0.0,63.0,42.0,0.0,62.0,43.0,0.0,61.0,41.0,0.0
2018 Iron Point,2018-01-18,62.0,41.0,0.0,52.0,40.0,1.25,62.0,44.0,0.0,62.0,41.0,0.0
2018 Iron Point,2018-01-19,53.0,35.0,1.17,43.0,28.0,0.0,53.0,35.0,1.3,54.0,37.0,1.17
2018 Iron Point,2018-01-20,48.0,28.0,0.0,48.0,28.0,0.0,,,,48.0,28.0,0.0
2018 Iron Point,2018-01-21,47.5,29.0,0.0,47.0,30.0,0.0,,,,48.0,28.0,0.0
2018 Iron Point,2018-01-22,47.0,31.0,0.44,46.0,35.0,0.44,47.0,29.0,0.4,48.0,31.0,0.53
2018 Iron Point,2018-01-23,46.0,32.0,0.12,51.0,32.0,0.0,46.0,34.0,0.14,45.0,32.0,0.12
2018 Iron Point,2018-01-24,51.0,36.0,0.0,50.0,38.0,0.92,51.0,36.0,0.0,52.0,32.0,0.0
2018 Iron Point,2018-01-25,46.0,35.0,1.04,44.0,36.0,0.46,50.0,32.0,1.42,46.0,35.0,1.04
2018 Iron Point,2018-01-26,42.0,31.0,0.35,47.0,31.0,0.0,41.0,30.0,0.35,42.0,31.0,0.87
2018 Iron Point,2018-01-27,52.5,34.5,0.0,60.0,35.0,0.0,,,,45.0,34.0,0.0
2018 Iron Point,2018-01-28,62.5,35.5,0.0,69.0,38.0,0.0,,,,56.0,33.0,0.0
2018 Iron Point,2018-01-29,64.0,33.0,0.0,60.0,42.0,0.0,64.0,32.0,0.0,67.0,33.0,0.0
2018 Iron Point,2018-01-30,63.0,41.0,0.0,68.0,41.0,0.0,63.0,49.0,0.0,61.0,33.0,0.0
2018 Iron Point,2018-01-31,68.0,42.0,0.0,70.0,42.0,0.0,68.0,48.0,0.0,67.0,34.0,0.0
2018 Iron Point,2018-02-01,67.0,45.0,0.0,70.0,45.0,0.0,66.0,49.0,0.0,67.0,34.0,0.0
2018 Iron Point,2018-02-02,68.0,45.0,0.0,72.0,45.0,0.0,67.0,48.0,0.0,68.0,38.0,0.0
2018 Iron Point,2018-02-03,72.0,43.0,0.0,73.0,46.0,0.0,,,,71.0,40.0,0.0
2018 Iron Point,2018-02-04,72.0,48.0,0.0,68.0,48.0,0.0,72.0,49.0,0.0,74.0,40.0,0.0
2018 Iron Point,2018-02-05,68.0,41.0,0.0,68.0,41.0,0.0,68.0,51.0,0.0,71.0,40.0,0.0
2018 Iron Point,2018-02-06,69.0,39.0,0.0,69.0,37.0,0.0,68.0,48.0,0.0,71.0,39.0,0.0
2018 Iron Point,2018-02-07,69.0,40.0,0.0,68.0,40.0,0.0,69.0,47.0,0.0,71.0,39.0,0.0
2018 Iron Point,2018-02-08,70.0,41.0,0.0,69.0,41.0,0.0,70.0,48.0,0.0,70.0,39.0,0.0
2018 Iron Point,2018-02-09,72.0,47.0,0.0,73.0,47.0,0.0,72.0,50.0,0.0,71.0,39.0,0.0
2018 Iron Point,2018-02-10,67.5,41.0,0.0,65.0,43.0,0.0,,,,70.0,39.0,0.0
2018 Iron Point,2018-02-11,63.0,38.0,0.0,52.0,38.0,0.0,68.0,41.0,0.0,63.0,31.0,0.0
2018 Iron Point,2018-02-12,53.0,33.0,0.02,55.0,33.0,0.11,53.0,33.0,0.02,52.0,32.0,0.0
2018 Iron Point,2018-02-13,55.0,32.0,0.0,62.0,36.0,0.0,50.0,32.0,0.03,55.0,31.0,0.0
2018 Iron Point,2018-02-14,57.0,33.0,0.0,62.0,45.0,0.0,57.0,33.0,0.0,57.0,30.0,0.0
2018 Iron Point,2018-02-15,57.0,35.0,0.0,62.0,45.0,0.0,54.0,35.0,0.0,57.0,30.0,0.0
2018 Iron Point,2018-02-16,59.0,34.0,0.0,64.0,34.0,0.0,59.0,38.0,0.0,56.0,31.0,0.0
2018 Iron Point,2018-02-17,62.0,34.5,0.0,65.0,38.0,0.0,,,,59.0,31.0,0.0
2018 Iron Point,2018-02-18,63.0,39.0,0.0,47.0,39.0,0.01,63.0,40.0,0.0,63.0,33.0,0.0
2018 Iron Point,2018-02-19,47.0,23.0,0.0,49.0,23.0,0.0,44.0,23.0,0.11,47.0,23.0,0.0
2018 Iron Point,2018-02-20,41.0,21.0,0.0,51.0,21.0,0.0,37.0,23.0,0.02,41.0,20.0,0.0
2018 Iron Point,2018-02-21,43.0,24.0,0.0,52.0,30.0,0.0,40.0,24.0,0.0,43.0,20.0,0.0
2018 Iron Point,2018-02-22,46.0,26.0,0.0,41.0,25.0,0.0,46.0,26.0,0.0,46.0,29.0,0.0
2018 Iron Point,2018-02-23,48.0,20.0,0.0,48.0,20.0,0.0,36.0,19.0,0.31,48.0,21.0,0.0
2018 Iron Point,2018-02-24,46.0,25.5,0.0,45.0,26.0,0.0,,,,47.0,25.0,0.0
2018 Iron Point,2018-02-25,50.5,26.5,0.0,57.0,28.0,0.0,,,,44.0,25.0,0.0
2018 Iron Point,2018-02-26,53.0,27.0,0.55,38.0,30.0,0.83,53.0,23.0,0.32,53.0,27.0,0.55
2018 Iron Point,2018-02-27,38.0,27.0,0.2,55.0,30.0,0.0,38.0,27.0,0.57,37.0,27.0,0.2
